Location,FIPS,"Mortality Rate, 1980*","Mortality Rate, 1985*","Mortality Rate, 1990*","Mortality Rate, 1995*","Mortality Rate, 2000*","Mortality Rate, 2005*","Mortality Rate, 2010*","Mortality Rate, 2014*","% Change in Mortality Rate, 1980-2014"
"Washington County, Virginia",51191,"515.21 (488.08, 542.42)","484.36 (458.74, 509.32)","422.71 (402.07, 443.55)","407.99 (387.35, 429.01)","358.87 (341.32, 376.74)","326.80 (310.23, 343.10)","280.88 (266.31, 295.48)","261.74 (247.44, 276.29)","-49.20 (-52.95, -45.10)"
"Waynesboro City, Virginia",51820,"531.03 (505.96, 557.16)","484.03 (461.09, 508.42)","408.59 (388.73, 428.77)","370.83 (354.04, 388.95)","344.53 (329.69, 359.54)","289.71 (276.16, 303.74)","240.84 (230.27, 252.78)","245.50 (233.95, 257.33)","-53.77 (-56.77, -50.79)"
"Westmoreland County, Virginia",51193,"561.57 (525.55, 599.36)","508.98 (478.36, 539.82)","432.57 (406.31, 457.99)","404.18 (380.04, 428.38)","372.29 (348.59, 395.20)","309.65 (288.92, 330.58)","272.17 (252.74, 292.40)","266.79 (247.13, 286.64)","-52.49 (-56.74, -47.86)"
"Williamsburg City, Virginia",51830,"441.05 (412.38, 470.63)","382.21 (360.57, 404.17)","321.36 (303.64, 339.03)","294.87 (279.07, 312.10)","263.60 (249.54, 277.91)","214.39 (202.64, 225.34)","190.57 (180.65, 200.37)","184.67 (174.71, 195.11)","-58.13 (-61.40, -54.76)"
"Winchester City, Virginia",51840,"604.65 (557.81, 654.41)","552.46 (515.19, 593.05)","466.82 (434.96, 499.08)","424.08 (399.21, 449.99)","374.09 (352.15, 396.57)","313.66 (294.35, 333.10)","263.69 (246.34, 282.03)","254.19 (234.64, 273.96)","-57.96 (-62.26, -52.95)"
"Wise County, Virginia",51195,"569.01 (538.71, 600.04)","521.31 (496.25, 549.46)","473.90 (451.70, 496.36)","455.44 (432.47, 478.43)","433.16 (411.30, 453.87)","376.17 (357.06, 395.12)","334.16 (315.04, 353.73)","341.54 (321.17, 363.08)","-39.98 (-44.98, -35.07)"
"Wythe County, Virginia",51197,"563.87 (529.43, 597.91)","516.33 (486.08, 545.72)","459.13 (434.47, 485.37)","436.07 (413.11, 459.74)","400.66 (377.74, 422.47)","354.03 (335.59, 373.74)","298.58 (280.42, 317.25)","296.17 (277.83, 315.98)","-47.47 (-52.03, -42.61)"
"York County, Virginia",51199,"571.32 (546.46, 595.56)","483.79 (462.00, 504.43)","432.00 (413.92, 449.12)","398.98 (382.21, 415.86)","366.80 (352.70, 381.45)","302.45 (290.34, 315.64)","258.93 (248.11, 270.95)","247.00 (236.25, 258.05)","-56.77 (-59.24, -54.29)"
Washington,53,"427.49 (416.30, 439.30)","395.97 (385.86, 406.68)","344.39 (334.94, 354.20)","319.82 (311.21, 328.45)","299.34 (291.80, 306.95)","256.03 (249.84, 262.57)","225.08 (219.54, 231.21)","220.14 (214.39, 225.84)","-48.50 (-49.44, -47.56)"
"Adams County, Washington",53001,"474.53 (438.43, 514.71)","445.22 (413.30, 478.73)","393.31 (367.82, 420.08)","366.77 (344.57, 391.95)","338.09 (315.46, 360.09)","286.36 (267.11, 306.55)","257.63 (239.99, 276.43)","260.93 (240.09, 282.31)","-45.01 (-50.74, -38.73)"
"Asotin County, Washington",53003,"409.07 (379.02, 439.62)","382.53 (357.39, 407.72)","342.59 (321.50, 362.97)","321.08 (300.75, 341.83)","294.05 (276.93, 312.46)","260.12 (244.38, 276.60)","223.83 (210.11, 239.11)","228.48 (212.72, 245.27)","-44.15 (-49.65, -37.86)"
"Benton County, Washington",53005,"421.52 (399.88, 444.39)","386.90 (367.82, 406.67)","350.12 (333.31, 368.11)","322.58 (307.57, 336.83)","304.16 (290.47, 317.70)","266.44 (255.05, 278.50)","234.70 (223.66, 245.69)","221.37 (211.19, 231.53)","-47.48 (-50.89, -44.16)"
"Chelan County, Washington",53007,"420.61 (395.22, 446.33)","383.28 (362.16, 405.90)","337.42 (318.53, 356.09)","310.56 (293.84, 326.98)","291.25 (275.24, 306.04)","247.05 (234.51, 260.12)","214.84 (203.88, 226.64)","210.97 (198.06, 223.38)","-49.84 (-53.39, -46.02)"
"Clallam County, Washington",53009,"407.52 (384.19, 432.19)","377.29 (357.60, 398.03)","333.60 (316.23, 351.88)","312.84 (298.41, 328.83)","286.94 (274.29, 300.46)","252.51 (241.08, 264.12)","223.71 (212.95, 233.95)","226.65 (215.68, 238.18)","-44.38 (-48.54, -40.26)"
"Clark County, Washington",53011,"445.58 (424.61, 468.09)","413.35 (393.65, 433.78)","352.79 (336.16, 368.92)","327.37 (312.49, 342.01)","299.50 (287.00, 313.20)","258.97 (248.75, 270.20)","216.56 (208.05, 226.21)","215.13 (207.02, 224.22)","-51.72 (-54.26, -48.95)"
"Columbia County, Washington",53013,"501.74 (459.43, 544.47)","465.51 (428.14, 500.93)","409.39 (378.92, 440.17)","367.17 (339.06, 395.64)","330.55 (306.04, 356.15)","277.21 (254.39, 301.91)","249.34 (227.41, 271.22)","244.87 (222.83, 269.75)","-51.19 (-56.39, -45.20)"
"Cowlitz County, Washington",53015,"455.59 (431.36, 480.13)","425.30 (403.63, 447.08)","368.31 (348.85, 386.62)","353.04 (336.21, 371.07)","336.15 (320.65, 351.53)","287.52 (274.90, 300.07)","243.27 (231.31, 254.60)","248.22 (236.65, 260.19)","-45.52 (-49.16, -41.34)"
"Douglas County, Washington",53017,"378.70 (349.98, 406.26)","354.48 (330.52, 379.37)","314.21 (294.64, 336.72)","294.27 (276.34, 313.25)","276.37 (260.05, 292.91)","238.89 (224.66, 253.66)","212.96 (199.55, 226.42)","204.97 (191.19, 218.97)","-45.87 (-50.68, -40.28)"
"Ferry County, Washington",53019,"473.51 (424.93, 524.12)","443.49 (402.96, 486.89)","388.21 (355.32, 423.06)","366.10 (337.09, 396.15)","331.24 (306.24, 358.87)","288.13 (265.30, 311.97)","259.13 (237.63, 284.23)","248.89 (226.18, 274.30)","-47.44 (-54.10, -39.57)"
"Franklin County, Washington",53021,"447.60 (418.56, 477.65)","424.29 (398.00, 450.49)","375.97 (354.87, 397.24)","347.76 (328.81, 367.31)","316.42 (300.05, 333.66)","270.24 (254.62, 284.94)","227.95 (214.94, 240.66)","222.14 (208.28, 235.66)","-50.37 (-54.39, -45.91)"
"Garfield County, Washington",53023,"416.97 (374.97, 458.93)","374.89 (340.72, 411.89)","318.64 (290.41, 348.11)","295.06 (269.62, 320.85)","268.19 (243.42, 294.63)","223.17 (201.28, 246.41)","190.32 (170.23, 211.28)","187.26 (164.08, 210.55)","-55.09 (-61.35, -47.69)"
"Grant County, Washington",53025,"416.63 (393.34, 440.87)","383.99 (364.01, 405.26)","348.20 (329.99, 366.97)","334.98 (318.42, 350.67)","309.31 (294.74, 325.04)","275.37 (262.33, 289.31)","244.76 (232.73, 257.56)","245.14 (232.05, 259.26)","-41.16 (-45.53, -36.33)"
"Grays Harbor County, Washington",53027,"502.12 (474.57, 528.35)","474.30 (452.45, 498.57)","413.63 (394.28, 433.77)","385.82 (368.05, 404.35)","373.22 (356.72, 389.56)","314.13 (300.99, 328.23)","278.10 (265.13, 291.87)","275.25 (261.27, 289.07)","-45.18 (-49.02, -41.02)"
"Island County, Washington",53029,"427.45 (400.74, 454.25)","382.26 (359.92, 406.48)","315.90 (297.59, 333.19)","289.39 (273.61, 305.21)","261.43 (248.79, 274.71)","215.49 (205.20, 226.86)","189.16 (179.06, 198.64)","184.64 (175.00, 194.86)","-56.80 (-60.13, -53.38)"
"Jefferson County, Washington",53031,"392.41 (366.62, 420.80)","352.73 (329.76, 376.28)","308.19 (290.37, 327.84)","282.58 (266.79, 299.02)","258.11 (243.31, 274.02)","216.36 (204.25, 227.88)","189.24 (177.91, 200.80)","184.90 (173.65, 196.44)","-52.88 (-56.85, -48.17)"
"King County, Washington",53033,"405.76 (390.36, 422.24)","375.33 (360.76, 389.59)","319.11 (307.37, 331.56)","287.74 (277.37, 298.05)","274.07 (265.22, 283.45)","226.79 (219.46, 234.45)","204.72 (197.94, 211.50)","197.50 (191.30, 204.19)","-51.33 (-53.22, -49.49)"
"Kitsap County, Washington",53035,"403.85 (381.98, 425.64)","368.60 (349.84, 387.34)","328.18 (311.70, 344.81)","291.86 (278.10, 306.15)","285.69 (272.70, 298.66)","247.13 (236.61, 257.97)","215.02 (205.39, 225.27)","216.67 (207.15, 226.41)","-46.35 (-49.48, -43.03)"
"Kittitas County, Washington",53037,"435.87 (405.39, 465.16)","401.52 (376.94, 427.44)","344.58 (325.71, 365.27)","325.67 (307.23, 343.91)","297.49 (281.47, 313.95)","255.24 (240.03, 269.78)","224.83 (210.50, 238.86)","221.20 (207.33, 235.22)","-49.25 (-53.62, -44.15)"
"Klickitat County, Washington",53039,"430.20 (401.30, 459.50)","391.76 (367.80, 416.30)","344.27 (323.55, 365.68)","318.48 (301.11, 337.14)","293.89 (276.04, 311.11)","254.28 (238.77, 268.90)","212.60 (198.61, 226.94)","213.20 (198.35, 228.03)","-50.44 (-55.09, -45.85)"
"Lewis County, Washington",53041,"460.56 (436.20, 485.64)","440.22 (418.15, 462.14)","392.69 (374.62, 411.68)","381.93 (363.72, 400.18)","347.52 (331.34, 363.14)","297.83 (283.16, 312.94)","267.90 (255.08, 280.63)","265.90 (252.48, 279.53)","-42.26 (-46.11, -37.96)"
"Lincoln County, Washington",53043,"438.73 (406.66, 471.65)","413.46 (386.28, 440.84)","370.34 (348.30, 394.45)","353.35 (331.99, 374.30)","336.22 (315.62, 355.46)","289.47 (270.68, 307.77)","255.86 (237.93, 274.46)","254.64 (235.54, 273.93)","-41.96 (-47.72, -35.99)"
"Mason County, Washington",53045,"396.21 (371.91, 422.35)","383.09 (361.15, 405.31)","338.63 (320.50, 356.04)","329.55 (311.96, 347.86)","306.61 (291.25, 321.82)","268.71 (255.29, 282.93)","230.72 (219.42, 242.79)","232.47 (220.84, 245.64)","-41.33 (-45.86, -36.45)"
"Okanogan County, Washington",53047,"437.56 (410.39, 466.71)","414.09 (390.22, 439.21)","359.21 (340.57, 380.00)","333.00 (315.81, 351.64)","309.22 (294.80, 325.64)","261.11 (247.18, 275.00)","227.99 (215.20, 240.46)","229.10 (216.12, 242.26)","-47.64 (-51.86, -43.13)"
"Pacific County, Washington",53049,"444.91 (413.29, 476.17)","429.17 (402.63, 455.84)","391.39 (368.90, 413.69)","370.78 (351.10, 392.87)","361.08 (341.69, 380.79)","322.50 (305.45, 340.03)","288.86 (271.84, 305.77)","297.23 (278.58, 316.08)","-33.19 (-39.21, -26.39)"
"Pend Oreille County, Washington",53051,"468.93 (431.65, 508.03)","436.64 (405.14, 469.29)","382.53 (357.17, 408.80)","351.35 (328.51, 375.62)","312.89 (294.79, 332.67)","281.98 (261.99, 301.82)","247.87 (229.13, 266.51)","243.43 (225.72, 262.30)","-48.09 (-53.05, -42.56)"
"Pierce County, Washington",53053,"476.47 (457.70, 496.51)","437.33 (420.85, 453.61)","387.55 (372.31, 402.20)","375.68 (361.85, 389.67)","343.11 (330.55, 355.33)","296.15 (286.06, 306.52)","259.89 (251.80, 268.66)","248.19 (239.82, 256.81)","-47.91 (-50.07, -45.65)"
"San Juan County, Washington",53055,"327.57 (301.56, 356.61)","293.23 (271.41, 316.90)","243.13 (226.12, 262.10)","218.78 (203.42, 235.51)","194.36 (180.88, 207.36)","164.38 (153.42, 176.14)","141.87 (132.03, 152.28)","136.05 (125.14, 147.34)","-58.47 (-62.79, -53.58)"
"Skagit County, Washington",53057,"446.20 (423.35, 468.64)","400.81 (379.33, 421.11)","340.72 (324.26, 358.52)","310.00 (294.96, 325.74)","280.41 (266.85, 294.44)","238.44 (226.80, 250.51)","213.45 (202.30, 224.41)","203.10 (192.91, 213.88)","-54.48 (-57.52, -51.23)"
"Skamania County, Washington",53059,"416.15 (383.26, 450.55)","376.85 (350.60, 405.73)","321.81 (299.27, 344.74)","303.69 (282.20, 326.55)","280.28 (260.46, 299.88)","237.38 (220.09, 256.17)","201.36 (185.95, 219.00)","197.48 (181.62, 214.50)","-52.55 (-57.42, -47.04)"
"Snohomish County, Washington",53061,"425.02 (405.98, 444.53)","407.42 (389.70, 426.15)","338.64 (323.67, 352.53)","314.20 (301.50, 327.23)","300.36 (288.32, 312.11)","261.50 (251.74, 272.36)","225.81 (217.89, 234.05)","220.40 (212.27, 228.81)","-48.14 (-50.61, -45.41)"
"Spokane County, Washington",53063,"441.42 (422.99, 459.28)","399.46 (385.02, 415.32)","369.53 (355.23, 383.81)","341.09 (327.51, 353.74)","317.95 (305.75, 330.05)","267.80 (257.97, 277.41)","234.34 (225.62, 243.46)","231.73 (222.92, 240.94)","-47.50 (-49.96, -44.94)"
"Stevens County, Washington",53065,"413.99 (388.03, 441.89)","396.52 (373.10, 421.41)","364.62 (344.66, 387.23)","349.33 (330.88, 367.61)","331.98 (315.47, 349.17)","297.03 (281.89, 313.26)","259.00 (245.80, 274.55)","259.05 (243.80, 274.51)","-37.43 (-42.98, -31.94)"
"Thurston County, Washington",53067,"407.76 (385.43, 430.33)","368.15 (350.01, 386.80)","316.60 (301.26, 331.25)","301.11 (287.73, 315.34)","277.58 (265.17, 289.59)","238.63 (228.12, 249.06)","208.46 (199.48, 217.78)","210.40 (201.23, 220.47)","-48.40 (-51.45, -45.20)"
"Wahkiakum County, Washington",53069,"450.62 (408.38, 496.97)","420.83 (386.20, 457.30)","366.65 (337.97, 397.85)","333.71 (307.52, 361.36)","304.99 (280.74, 330.87)","271.06 (247.20, 295.97)","235.52 (211.97, 259.46)","233.35 (209.43, 259.34)","-48.22 (-54.68, -40.55)"
"Walla Walla County, Washington",53071,"392.73 (367.39, 420.05)","367.00 (343.46, 389.99)","333.53 (314.44, 351.77)","317.58 (301.09, 334.25)","295.92 (280.15, 311.02)","267.29 (253.85, 280.73)","235.77 (223.92, 247.55)","237.34 (224.19, 250.90)","-39.57 (-44.49, -34.23)"
"Whatcom County, Washington",53073,"391.09 (368.80, 415.12)","364.78 (345.60, 385.51)","313.03 (295.79, 330.24)","300.38 (284.96, 315.44)","285.35 (272.75, 299.11)","239.94 (228.39, 250.79)","211.48 (201.41, 221.98)","210.38 (200.01, 220.49)","-46.21 (-49.72, -42.47)"
"Whitman County, Washington",53075,"399.95 (375.08, 423.14)","378.83 (357.55, 400.11)","333.05 (314.81, 353.51)","317.21 (299.14, 335.33)","298.85 (283.40, 315.80)","254.20 (239.66, 270.46)","227.63 (214.09, 242.19)","227.19 (213.10, 243.16)","-43.20 (-47.70, -38.19)"
"Yakima County, Washington",53077,"454.07 (433.87, 476.88)","431.61 (414.01, 450.22)","381.08 (364.48, 396.90)","363.14 (347.97, 378.66)","333.02 (319.60, 345.71)","312.87 (299.85, 325.73)","273.52 (262.22, 284.21)","270.10 (259.39, 281.94)","-40.52 (-43.88, -37.12)"
West Virginia,54,"561.27 (552.35, 570.11)","520.58 (512.49, 528.31)","463.32 (455.52, 470.45)","437.03 (429.76, 444.87)","404.91 (397.74, 411.97)","348.30 (342.14, 354.71)","302.95 (296.80, 309.35)","301.86 (295.58, 308.27)","-46.22 (-47.30, -45.09)"
"Barbour County, West Virginia",54001,"517.91 (484.24, 552.85)","483.42 (452.97, 515.72)","430.83 (406.06, 455.58)","414.88 (390.76, 438.63)","397.23 (374.18, 422.19)","353.39 (331.85, 375.73)","301.58 (281.97, 323.43)","310.18 (287.23, 331.59)","-40.11 (-46.11, -33.79)"
"Berkeley County, West Virginia",54003,"576.84 (545.45, 606.22)","536.16 (509.54, 563.71)","459.65 (437.37, 482.83)","421.47 (399.73, 442.11)","387.73 (370.40, 405.19)","331.57 (316.50, 347.33)","282.83 (269.61, 297.23)","289.55 (274.80, 304.65)","-49.80 (-53.18, -45.99)"
"Boone County, West Virginia",54005,"587.88 (555.44, 621.04)","544.13 (515.06, 573.45)","488.14 (461.96, 514.84)","463.12 (439.93, 485.82)","429.74 (405.62, 453.48)","364.92 (344.54, 385.70)","317.39 (297.74, 337.02)","318.97 (298.69, 340.95)","-45.74 (-50.15, -40.69)"
"Braxton County, West Virginia",54007,"554.96 (519.06, 594.65)","511.76 (482.47, 545.94)","454.66 (430.37, 481.10)","425.19 (400.35, 449.34)","388.39 (364.25, 410.67)","330.97 (312.15, 352.81)","280.55 (261.86, 299.93)","277.84 (256.89, 299.19)","-49.93 (-54.82, -44.78)"
"Brooke County, West Virginia",54009,"563.31 (530.14, 594.75)","517.63 (489.98, 545.68)","458.33 (435.84, 480.39)","429.06 (407.13, 450.92)","394.74 (375.19, 415.68)","339.79 (320.90, 358.53)","304.35 (285.78, 323.55)","292.52 (272.84, 311.95)","-48.07 (-52.80, -42.97)"
"Cabell County, West Virginia",54011,"575.43 (551.71, 600.61)","531.00 (509.80, 554.48)","481.21 (460.39, 500.16)","446.15 (427.41, 466.02)","397.21 (380.58, 414.60)","344.63 (328.80, 360.97)","298.14 (285.32, 311.11)","289.11 (275.13, 303.17)","-49.76 (-52.79, -46.41)"
"Calhoun County, West Virginia",54013,"565.42 (524.13, 609.77)","518.18 (484.44, 554.48)","451.05 (423.55, 483.65)","428.31 (400.06, 456.75)","403.45 (374.86, 431.49)","337.85 (311.32, 365.21)","291.32 (267.18, 317.60)","284.47 (259.72, 311.86)","-49.69 (-55.02, -43.71)"
"Clay County, West Virginia",54015,"588.84 (548.67, 634.06)","538.17 (501.43, 576.61)","476.76 (446.89, 507.10)","448.64 (419.04, 478.62)","409.18 (381.81, 437.68)","345.13 (320.49, 371.75)","282.96 (260.08, 307.08)","281.73 (256.81, 306.98)","-52.15 (-57.54, -46.36)"
"Doddridge County, West Virginia",54017,"535.41 (494.47, 579.46)","495.80 (461.66, 530.97)","440.02 (409.99, 470.49)","431.40 (402.30, 461.40)","411.65 (382.51, 441.87)","343.70 (319.10, 369.45)","308.14 (282.03, 334.04)","306.72 (280.37, 335.24)","-42.71 (-48.92, -35.87)"
"Fayette County, West Virginia",54019,"601.75 (574.40, 631.08)","566.73 (543.69, 592.17)","502.19 (479.60, 525.12)","477.08 (456.76, 497.01)","433.10 (415.35, 453.16)","363.78 (346.66, 380.91)","317.04 (301.25, 332.23)","314.52 (298.40, 332.19)","-47.73 (-51.22, -43.88)"
"Gilmer County, West Virginia",54021,"492.04 (454.32, 530.58)","450.67 (419.54, 485.72)","403.34 (376.62, 431.88)","385.34 (358.90, 414.39)","369.31 (342.87, 399.06)","337.09 (308.58, 366.65)","295.76 (269.78, 324.94)","288.65 (260.30, 318.25)","-41.34 (-48.07, -33.84)"
"Grant County, West Virginia",54023,"531.20 (493.73, 569.67)","508.52 (474.08, 541.80)","460.81 (430.79, 488.53)","437.90 (411.64, 464.08)","413.71 (388.22, 440.16)","351.91 (327.80, 374.76)","314.19 (292.75, 337.91)","313.16 (288.94, 337.71)","-41.05 (-46.88, -34.55)"
"Greenbrier County, West Virginia",54025,"546.79 (518.73, 575.90)","499.53 (474.14, 524.10)","451.39 (429.47, 474.32)","419.16 (400.65, 438.94)","381.05 (362.91, 400.96)","330.37 (314.18, 346.26)","277.34 (263.05, 292.74)","273.90 (258.67, 289.53)","-49.91 (-53.57, -46.01)"
"Hampshire County, West Virginia",54027,"551.30 (516.20, 586.89)","505.66 (475.42, 534.87)","440.13 (414.79, 466.89)","412.44 (390.08, 436.40)","378.59 (355.55, 399.73)","310.62 (292.18, 330.00)","268.59 (251.79, 286.96)","260.28 (242.74, 279.53)","-52.79 (-56.85, -48.04)"
"Hancock County, West Virginia",54029,"564.07 (531.08, 595.40)","526.45 (498.84, 553.51)","473.26 (449.96, 497.56)","448.71 (426.88, 472.11)","413.62 (394.20, 436.54)","374.47 (355.04, 396.50)","317.97 (300.41, 336.88)","334.33 (313.93, 356.13)","-40.73 (-45.22, -35.77)"
"Hardy County, West Virginia",54031,"591.02 (551.07, 632.79)","547.21 (513.72, 582.27)","479.96 (451.61, 507.45)","441.21 (415.70, 466.88)","409.86 (386.43, 435.34)","339.33 (317.28, 361.03)","292.36 (271.80, 312.72)","299.74 (277.63, 321.89)","-49.28 (-53.86, -44.16)"
"Harrison County, West Virginia",54033,"559.32 (533.31, 588.10)","519.68 (496.73, 541.66)","470.77 (451.37, 491.43)","437.49 (418.64, 456.16)","417.80 (399.66, 436.00)","346.16 (331.33, 361.85)","313.52 (300.22, 326.97)","310.50 (295.66, 326.49)","-44.49 (-48.11, -40.72)"
"Jackson County, West Virginia",54035,"531.49 (500.91, 563.06)","491.34 (465.73, 520.63)","448.45 (425.07, 470.15)","428.85 (406.53, 449.90)","398.36 (378.84, 419.18)","343.88 (325.61, 362.90)","295.06 (277.40, 314.16)","287.03 (268.78, 305.63)","-46.00 (-50.32, -41.53)"
"Jefferson County, West Virginia",54037,"622.72 (584.28, 661.96)","558.19 (525.67, 592.41)","471.17 (444.91, 497.14)","423.61 (400.96, 447.83)","391.19 (370.32, 410.93)","324.79 (306.20, 343.71)","278.37 (261.91, 294.77)","276.19 (259.57, 293.68)","-55.65 (-59.13, -51.64)"
"Kanawha County, West Virginia",54039,"559.02 (537.97, 579.63)","495.42 (476.91, 513.43)","434.32 (417.98, 451.55)","409.03 (393.86, 423.99)","374.05 (360.34, 388.30)","335.26 (323.31, 348.22)","283.53 (272.36, 294.81)","278.15 (266.18, 289.44)","-50.24 (-52.84, -47.54)"
"Lewis County, West Virginia",54041,"568.19 (535.41, 603.16)","544.32 (514.26, 575.44)","501.87 (476.32, 527.59)","480.17 (456.70, 505.43)","458.63 (434.23, 482.52)","413.46 (390.57, 438.12)","356.38 (334.72, 378.94)","362.42 (339.54, 387.43)","-36.21 (-41.65, -30.18)"
"Lincoln County, West Virginia",54043,"573.24 (541.93, 609.13)","547.42 (516.70, 579.70)","488.83 (464.58, 514.98)","474.86 (450.75, 502.08)","451.89 (427.11, 477.69)","385.81 (365.79, 408.33)","328.14 (308.18, 349.32)","322.52 (302.22, 344.58)","-43.74 (-48.33, -38.70)"
"Logan County, West Virginia",54045,"591.89 (560.81, 626.86)","555.07 (527.70, 584.19)","510.40 (485.59, 535.16)","491.78 (468.81, 515.67)","469.31 (447.41, 491.45)","410.80 (390.43, 429.93)","360.13 (340.39, 379.93)","370.03 (349.78, 390.57)","-37.48 (-42.12, -32.06)"
"Marion County, West Virginia",54049,"537.07 (512.20, 564.64)","509.05 (484.97, 533.11)","449.30 (429.36, 470.06)","414.04 (395.84, 431.96)","375.84 (359.11, 393.61)","326.29 (311.41, 341.39)","288.79 (274.24, 304.05)","294.05 (278.33, 308.50)","-45.25 (-49.05, -40.81)"
"Marshall County, West Virginia",54051,"554.01 (523.28, 585.21)","505.08 (480.61, 529.90)","454.26 (431.67, 478.28)","425.79 (405.39, 446.38)","394.50 (374.90, 413.34)","342.89 (326.42, 360.53)","301.01 (285.10, 317.86)","310.54 (291.26, 330.56)","-43.95 (-48.14, -38.78)"
"Mason County, West Virginia",54053,"623.34 (586.03, 660.17)","572.45 (539.80, 605.16)","504.09 (478.69, 530.35)","490.09 (464.04, 516.40)","446.38 (422.39, 469.95)","372.45 (352.26, 393.22)","324.30 (305.22, 345.11)","317.00 (297.18, 337.24)","-49.14 (-53.48, -44.62)"
"McDowell County, West Virginia",54047,"600.63 (569.70, 633.86)","572.69 (545.27, 601.85)","532.75 (507.68, 558.07)","519.37 (496.00, 543.93)","500.22 (477.19, 525.79)","426.06 (403.76, 447.68)","392.99 (371.56, 414.17)","400.32 (374.98, 423.76)","-33.35 (-38.67, -28.10)"
"Mercer County, West Virginia",54055,"515.40 (490.89, 538.46)","505.48 (483.68, 528.98)","458.24 (438.95, 477.17)","421.52 (403.64, 440.58)","397.43 (379.60, 415.20)","348.88 (333.48, 364.19)","314.36 (298.38, 328.98)","316.56 (301.16, 333.48)","-38.58 (-42.51, -34.36)"
"Mineral County, West Virginia",54057,"627.99 (591.39, 665.46)","571.69 (537.76, 607.71)","499.01 (473.76, 525.70)","471.31 (446.92, 496.59)","440.05 (415.76, 463.90)","368.40 (347.26, 389.18)","316.42 (297.57, 335.79)","305.37 (284.80, 324.88)","-51.37 (-55.39, -46.86)"
"Mingo County, West Virginia",54059,"724.02 (686.88, 759.90)","667.34 (632.11, 702.85)","605.86 (576.37, 632.89)","569.58 (540.36, 596.80)","521.53 (496.06, 546.87)","441.77 (419.92, 464.09)","397.89 (376.02, 421.21)","405.06 (380.50, 430.00)","-44.05 (-48.15, -39.27)"
